OrderID,Product,Category,Quantify,Price Each,Total Price,Order Date
12003,Frutillas,Frutas,76,36.99,2811.2400000000002,2022-10-01
12004,Tabla,Utensilios,16,22.56,360.96,2021-09-01
12005,Delantal,Otros,5,36.32,181.6,2023-11-30
12006,Zanahorias,Vegetales,58,11.74,680.92,2022-01-12
12007,Botellas,Otros,74,17.24,1275.76,2022-06-17
12008,Botellas,Otros,81,16.01,1296.8100000000002,2023-09-12
12009,Sartén,Utensilios,66,17.51,1155.66,2022-01-06
12010,Sartén,Utensilios,96,26.94,2586.2400000000002,2022-09-30
12011,Botellas,Otros,69,14.32,988.08,2021-04-08
12012,Peras,Frutas,67,1.07,71.69,2021-03-13
12013,Papas,Vegetales,14,20.11,281.53999999999996,2023-12-17
12014,Botellas,Otros,2,14.3,28.6,2023-11-13
12015,Tuppers,Otros,19,31.31,594.89,2022-03-09
12016,Naranjas,Frutas,26,4.5,117.0,2022-01-12
12017,Zapallitos,Vegetales,7,22.86,160.01999999999998,2022-10-25
12018,Cuchillo,Utensilios,98,2.37,232.26000000000002,2022-06-08
12019,Tabla,Utensilios,11,3.62,39.82,2022-04-29
12020,Lechugas,Vegetales,81,37.23,3015.6299999999997,2023-02-22
12021,Tomates,Vegetales,78,26.96,2102.88,2022-09-20
12022,Cucharas,Utensilios,88,25.77,2267.7599999999998,2023-10-27
12023,Naranjas,Frutas,73,25.28,1845.44,2021-10-08
12024,Zanahorias,Vegetales,58,17.08,990.6399999999999,2021-11-07
12025,Cebollas,Vegetales,59,14.57,859.63,2021-07-16
12026,Cuchillo,Utensilios,5,32.72,163.6,2023-07-06
12027,Manzanas,Frutas,73,1.43,104.39,2021-02-23
12028,Botellas,Otros,32,22.66,725.12,2023-08-02
12029,Cucharas,Utensilios,32,18.7,598.4,2021-05-12
12030,Tomates,Vegetales,65,3.64,236.6,2021-10-11
12031,Frutillas,Frutas,36,35.21,1267.56,2022-10-14
12032,Tenedores,Utensilios,69,10.61,732.0899999999999,2021-06-09
12033,Lechugas,Vegetales,72,31.52,2269.44,2023-08-10
12034,Tuppers,Otros,16,16.06,256.96,2021-09-24
12035,Peras,Frutas,66,10.51,693.66,2021-07-25
12036,Lechugas,Vegetales,30,5.15,154.5,2022-11-20
12037,Mandarinas,Frutas,35,4.84,169.4,2022-01-28
12038,Botellas,Otros,69,28.31,1953.3899999999999,2023-01-15
12039,Sartén,Utensilios,32,29.83,954.56,2022-07-17
12040,Delantal,Otros,5,36.62,183.1,2022-07-26
12041,Sartén,Utensilios,4,0.79,3.16,2022-09-05
12042,Guantes,Otros,39,22.95,895.05,2021-12-26
12043,Lechugas,Vegetales,86,27.34,2351.24,2022-03-03
12044,Cuchillo,Utensilios,76,23.7,1801.2,2022-12-27
12045,Cebollas,Vegetales,65,32.23,2094.95,2022-05-14
12046,Kiwis,Frutas,16,15.57,249.12,2021-03-10
12047,Sartén,Utensilios,84,31.37,2635.08,2023-01-04
12048,Zapallitos,Vegetales,21,28.51,598.71,2023-12-04
12049,Bananas,Frutas,51,5.48,279.48,2022-10-03
12050,Tenedores,Utensilios,55,31.01,1705.5500000000002,2023-05-19
12051,Sartén,Utensilios,53,31.48,1668.44,2022-01-29
12052,Tuppers,Otros,39,22.24,867.3599999999999,2023-09-19
12053,Tomates,Vegetales,39,30.6,1193.4,2022-11-26
12054,Tabla,Utensilios,55,4.15,228.25000000000003,2022-04-06
12055,Sartén,Utensilios,36,12.6,453.59999999999997,2021-11-30
12056,Botellas,Otros,53,7.46,395.38,2023-02-24
12057,Cebollas,Vegetales,71,37.31,2649.01,2023-02-09
12058,Delantal,Otros,46,13.12,603.52,2022-04-09
12059,Tabla,Utensilios,8,34.77,278.16,2022-02-17
12060,Zanahorias,Vegetales,85,11.62,987.6999999999999,2023-04-19
12061,Tenedores,Utensilios,77,38.8,2987.6,2023-04-07
12062,Cuchillo,Utensilios,8,33.58,268.64,2023-07-07
12063,Delantal,Otros,17,31.02,527.34,2022-02-01
12064,Tuppers,Otros,2,39.17,78.34,2022-11-12
12065,Tenedores,Utensilios,52,3.44,178.88,2022-07-05
12066,Manzanas,Frutas,58,4.18,242.44,2023-10-27
12067,Botellas,Otros,65,36.81,2392.65,2023-08-29
12068,Botellas,Otros,71,26.47,1879.37,2021-05-30
12069,Botellas,Otros,16,29.72,475.52,2023-09-30
12070,Tabla,Utensilios,70,1.19,83.3,2022-07-21
12071,Sartén,Utensilios,12,29.11,349.32,2023-10-01
12072,Ollas,Utensilios,86,5.88,505.68,2021-09-01
12073,Delantal,Otros,83,19.83,1645.8899999999999,2022-06-19
12074,Tabla,Utensilios,41,13.31,545.71,2023-07-23
12075,Tuppers,Otros,76,27.14,2062.64,2021-01-02
12076,Cebollas,Vegetales,98,5.32,521.36,2022-02-13
12077,Papas,Vegetales,11,4.78,52.580000000000005,2021-09-08
12078,Guantes,Otros,54,35.34,1908.3600000000001,2023-12-30
12079,Frutillas,Frutas,13,33.55,436.15,2021-12-28
12080,Sartén,Utensilios,19,5.82,110.58000000000001,2022-11-11
12081,Cucharas,Utensilios,35,32.25,1128.75,2023-01-29
12082,Naranjas,Frutas,8,27.86,222.88,2022-04-17
12083,Mandarinas,Frutas,5,34.4,172.0,2021-02-27
12084,Zapallitos,Vegetales,33,9.5,313.5,2022-01-20
12085,Sartén,Utensilios,14,20.69,289.66,2022-02-13
12086,Cuchillo,Utensilios,34,8.66,294.44,2021-05-27
12087,Zanahorias,Vegetales,66,18.67,1232.22,2022-10-16
12088,Tabla,Utensilios,24,5.28,126.72,2023-01-19
12089,Manzanas,Frutas,31,11.43,354.33,2021-03-17
12090,Botellas,Otros,56,7.33,410.48,2021-09-08
12091,Ollas,Utensilios,70,18.61,1302.7,2023-10-21
12092,Mandarinas,Frutas,72,14.02,1009.4399999999999,2022-02-17
12093,Tabla,Utensilios,63,28.49,1794.87,2023-05-19
12094,Papas,Vegetales,55,11.19,615.4499999999999,2021-09-13
12095,Bananas,Frutas,100,28.74,2874.0,2022-11-03
12096,Tuppers,Otros,78,26.74,2085.72,2023-11-08
12097,Ollas,Utensilios,6,36.23,217.38,2022-04-21
12098,Tabla,Utensilios,63,34.84,2194.92,2022-01-08
12099,Lechugas,Vegetales,59,36.64,2161.76,2022-12-10
12100,Tenedores,Utensilios,1,17.53,17.53,2023-12-29
12101,Cucharas,Utensilios,76,24.89,1891.64,2021-06-10
12102,Zapallitos,Vegetales,36,18.27,657.72,2021-06-05
12103,Zanahorias,Vegetales,58,11.97,694.26,2023-05-02
12104,Sartén,Utensilios,5,29.1,145.5,2021-06-04
12105,Zanahorias,Vegetales,47,0.7,32.9,2023-03-04
12106,Cuchillo,Utensilios,21,27.32,573.72,2021-06-04
12107,Zapallitos,Vegetales,1,33.46,33.46,2023-10-13
12108,Delantal,Otros,92,21.84,2009.28,2021-07-31
12109,Tomates,Vegetales,67,32.5,2177.5,2022-04-30
12110,Cebollas,Vegetales,66,18.6,1227.6000000000001,2023-11-22
12111,Tabla,Utensilios,93,39.15,3640.95,2021-11-21
12112,Sartén,Utensilios,45,5.63,253.35,2021-11-21
12113,Delantal,Otros,100,1.14,113.99999999999999,2022-09-23
12114,Bananas,Frutas,29,9.86,285.94,2021-11-15
12115,Botellas,Otros,84,24.04,2019.36,2022-05-03
12116,Cucharas,Utensilios,73,10.99,802.27,2021-07-05
12117,Cebollas,Vegetales,6,32.74,196.44,2021-08-12
12118,Delantal,Otros,96,22.27,2137.92,2022-10-01
12119,Kiwis,Frutas,92,7.67,705.64,2022-06-13
12120,Tenedores,Utensilios,51,0.68,34.68,2021-08-19
12121,Tabla,Utensilios,16,20.56,328.96,2023-05-12
12122,Morrón,Vegetales,77,16.14,1242.78,2021-03-04
12123,Cucharas,Utensilios,79,11.28,891.12,2023-11-25
12124,Sartén,Utensilios,6,21.55,129.3,2021-10-26
12125,Tomates,Vegetales,66,29.82,1968.1200000000001,2021-05-07
12126,Tuppers,Otros,2,0.71,1.42,2021-03-18
12127,Botellas,Otros,9,36.1,324.90000000000003,2021-08-24
12128,Sartén,Utensilios,66,20.41,1347.06,2023-09-15
12129,Tabla,Utensilios,41,17.55,719.5500000000001,2021-09-12
12130,Bananas,Frutas,42,35.39,1486.38,2021-10-09
12131,Guantes,Otros,75,23.61,1770.75,2022-05-24
12132,Guantes,Otros,3,28.1,84.30000000000001,2022-07-16
12133,Morrón,Vegetales,50,7.86,393.0,2021-05-15
12134,Cuchillo,Utensilios,93,8.99,836.07,2023-10-12
12135,Kiwis,Frutas,66,18.21,1201.8600000000001,2021-07-28
12136,Tuppers,Otros,9,0.94,8.459999999999999,2022-04-15
12137,Cebollas,Vegetales,1,39.06,39.06,2022-07-01
12138,Tabla,Utensilios,41,17.21,705.61,2023-02-11
12139,Delantal,Otros,41,14.41,590.8100000000001,2022-12-21
12140,Peras,Frutas,65,19.92,1294.8000000000002,2023-04-11
12141,Delantal,Otros,38,9.65,366.7,2023-05-14
12142,Delantal,Otros,41,17.05,699.0500000000001,2023-03-20
12143,Kiwis,Frutas,36,20.55,739.8000000000001,2021-10-21
12144,Botellas,Otros,25,8.91,222.75,2023-01-04
12145,Cucharas,Utensilios,39,34.4,1341.6,2021-08-28
12146,Lechugas,Vegetales,8,31.62,252.96,2021-04-09
12147,Morrón,Vegetales,27,4.15,112.05000000000001,2022-03-07
12148,Tomates,Vegetales,95,23.03,2187.85,2023-01-18
12149,Bananas,Frutas,80,17.57,1405.6,2023-06-19
12150,Tabla,Utensilios,1,37.32,37.32,2021-01-25
12151,Tomates,Vegetales,95,24.91,2366.45,2023-03-28
12152,Cucharas,Utensilios,7,8.25,57.75,2023-05-07
12153,Guantes,Otros,5,26.83,134.14999999999998,2021-07-05
12154,Frutillas,Frutas,56,6.75,378.0,2022-09-03
12155,Frutillas,Frutas,36,19.56,704.16,2022-08-06
12156,Lechugas,Vegetales,27,6.0,162.0,2022-09-12
12157,Bananas,Frutas,77,23.43,1804.11,2021-08-07
12158,Cucharas,Utensilios,40,29.46,1178.4,2023-12-12
12159,Sartén,Utensilios,56,36.97,2070.3199999999997,2022-11-09
12160,Cebollas,Vegetales,52,26.7,1388.3999999999999,2023-04-05
12161,Ollas,Utensilios,81,3.56,288.36,2023-03-06
12162,Cuchillo,Utensilios,67,26.46,1772.8200000000002,2023-12-03
12163,Zanahorias,Vegetales,16,8.6,137.6,2023-04-14
12164,Guantes,Otros,63,30.74,1936.62,2021-04-22
12165,Cucharas,Utensilios,51,1.24,63.24,2022-08-16
12166,Tabla,Utensilios,46,8.49,390.54,2023-04-14
12167,Delantal,Otros,54,22.3,1204.2,2021-04-26
12168,Tabla,Utensilios,43,25.6,1100.8,2022-12-13
12169,Botellas,Otros,81,35.54,2878.74,2022-03-23
12170,Cucharas,Utensilios,68,13.76,935.68,2022-02-14
12171,Cebollas,Vegetales,18,38.79,698.22,2023-11-17
12172,Cebollas,Vegetales,32,16.9,540.8,2022-01-03
12173,Tenedores,Utensilios,93,13.63,1267.5900000000001,2023-04-02
12174,Zapallitos,Vegetales,58,11.35,658.3,2021-04-01
12175,Botellas,Otros,70,33.42,2339.4,2022-02-07
12176,Tenedores,Utensilios,29,4.9,142.10000000000002,2022-12-17
12177,Delantal,Otros,82,17.32,1420.24,2023-01-19
12178,Sartén,Utensilios,67,6.32,423.44,2023-10-04
12179,Kiwis,Frutas,40,15.65,626.0,2021-03-09
12180,Morrón,Vegetales,91,31.81,2894.71,2022-11-21
12181,Morrón,Vegetales,95,25.15,2389.25,2022-06-09
12182,Peras,Frutas,63,24.94,1571.22,2023-12-23
12183,Mandarinas,Frutas,49,28.2,1381.8,2021-03-15
12184,Delantal,Otros,24,37.79,906.96,2023-09-21
12185,Manzanas,Frutas,19,19.26,365.94000000000005,2022-01-13
12186,Cucharas,Utensilios,84,20.31,1706.04,2022-05-19
12187,Lechugas,Vegetales,51,30.81,1571.31,2022-04-20
12188,Cebollas,Vegetales,60,8.51,510.59999999999997,2021-08-16
12189,Tenedores,Utensilios,98,3.08,301.84000000000003,2022-12-29
12190,Tenedores,Utensilios,84,3.67,308.28,2021-08-09
12191,Naranjas,Frutas,42,9.94,417.47999999999996,2022-11-20
12192,Lechugas,Vegetales,47,31.16,1464.52,2021-03-26
12193,Bananas,Frutas,64,35.97,2302.08,2022-08-23
12194,Guantes,Otros,82,2.27,186.14000000000001,2023-06-28
12195,Delantal,Otros,87,8.21,714.2700000000001,2023-06-17
12196,Lechugas,Vegetales,51,30.01,1530.51,2022-10-25
12197,Ollas,Utensilios,26,16.9,439.4,2023-09-11
12198,Morrón,Vegetales,78,8.29,646.6199999999999,2022-04-09
12199,Tomates,Vegetales,54,29.25,1579.5,2022-05-30
12200,Tomates,Vegetales,28,13.92,389.76,2023-06-25
12201,Bananas,Frutas,14,33.31,466.34000000000003,2021-11-03
12202,Zanahorias,Vegetales,13,13.79,179.26999999999998,2021-07-25
12203,Mandarinas,Frutas,59,35.08,2069.72,2023-08-08
12204,Zapallitos,Vegetales,19,20.94,397.86,2022-08-24
12205,Bananas,Frutas,78,4.57,356.46000000000004,2021-11-16
12206,Naranjas,Frutas,30,36.7,1101.0,2023-09-18
12207,Ollas,Utensilios,50,3.86,193.0,2023-07-18
12208,Ollas,Utensilios,6,26.58,159.48,2022-12-20
12209,Naranjas,Frutas,95,10.65,1011.75,2022-12-21
12210,Tenedores,Utensilios,73,26.02,1899.46,2023-11-14
12211,Zanahorias,Vegetales,7,14.8,103.60000000000001,2022-12-22
12212,Lechugas,Vegetales,56,36.55,2046.7999999999997,2021-08-08
12213,Tuppers,Otros,60,17.99,1079.3999999999999,2022-01-13
12214,Morrón,Vegetales,72,25.55,1839.6000000000001,2022-06-19
12215,Guantes,Otros,51,32.27,1645.7700000000002,2023-05-15
12216,Cucharas,Utensilios,62,25.77,1597.74,2022-07-10
12217,Zanahorias,Vegetales,49,8.42,412.58,2021-09-30
12218,Lechugas,Vegetales,29,24.23,702.67,2023-07-22
12219,Cebollas,Vegetales,44,3.13,137.72,2022-03-10
12220,Frutillas,Frutas,76,4.59,348.84,2023-07-12
12221,Manzanas,Frutas,65,5.47,355.55,2022-11-02
12222,Guantes,Otros,8,17.48,139.84,2021-12-02
12223,Kiwis,Frutas,55,18.44,1014.2,2023-11-28
12224,Guantes,Otros,98,21.18,2075.64,2021-03-15
12225,Manzanas,Frutas,91,8.27,752.5699999999999,2021-07-03
12226,Botellas,Otros,46,16.32,750.72,2022-07-21
12227,Mandarinas,Frutas,97,37.75,3661.75,2022-10-19
12228,Peras,Frutas,56,34.72,1944.32,2021-09-30
12229,Sartén,Utensilios,90,30.34,2730.6,2022-11-21
12230,Kiwis,Frutas,53,23.86,1264.58,2022-09-07
12231,Papas,Vegetales,31,21.27,659.37,2023-01-24
12232,Botellas,Otros,61,8.6,524.6,2023-01-15
12233,Delantal,Otros,21,22.65,475.65,2021-07-27
12234,Peras,Frutas,36,3.48,125.28,2023-06-11
12235,Tenedores,Utensilios,97,14.57,1413.29,2022-09-30
12236,Ollas,Utensilios,95,21.22,2015.8999999999999,2022-10-28
12237,Cucharas,Utensilios,98,30.19,2958.6200000000003,2023-05-16
12238,Papas,Vegetales,45,13.03,586.35,2021-12-20
12239,Guantes,Otros,64,11.77,753.28,2023-12-01
12240,Cucharas,Utensilios,50,17.53,876.5,2023-04-29
12241,Cuchillo,Utensilios,9,37.0,333.0,2022-05-30
12242,Tuppers,Otros,38,24.33,924.54,2022-10-15
12243,Tuppers,Otros,71,15.19,1078.49,2022-02-04
12244,Peras,Frutas,62,14.33,888.46,2023-03-10
12245,Cuchillo,Utensilios,40,23.42,936.8000000000001,2022-06-24
12246,Tuppers,Otros,97,3.15,305.55,2021-02-22
12247,Papas,Vegetales,17,31.68,538.56,2023-05-19
12248,Cuchillo,Utensilios,99,23.89,2365.11,2021-12-27
12249,Manzanas,Frutas,60,16.2,972.0,2023-11-01
12250,Manzanas,Frutas,45,4.15,186.75000000000003,2021-06-19
12251,Mandarinas,Frutas,64,13.11,839.04,2022-08-01
12252,Delantal,Otros,40,0.88,35.2,2021-02-27
12253,Cuchillo,Utensilios,89,20.66,1838.74,2023-06-05
12254,Guantes,Otros,90,37.01,3330.8999999999996,2021-11-13
12255,Tabla,Utensilios,88,8.97,789.36,2021-12-16
12256,Delantal,Otros,32,9.06,289.92,2023-05-19
12257,Morrón,Vegetales,16,7.72,123.52,2021-01-08
12258,Delantal,Otros,78,0.74,57.72,2021-04-25
12259,Tenedores,Utensilios,38,0.49,18.62,2021-10-05
12260,Tuppers,Otros,75,27.49,2061.75,2022-05-09
12261,Botellas,Otros,7,30.57,213.99,2022-09-05
12262,Cuchillo,Utensilios,81,11.01,891.81,2021-02-26
12263,Papas,Vegetales,90,1.13,101.69999999999999,2021-07-01
12264,Guantes,Otros,97,4.76,461.71999999999997,2023-02-16
12265,Cuchillo,Utensilios,77,18.33,1411.4099999999999,2021-02-19
12266,Sartén,Utensilios,73,30.24,2207.52,2022-08-07
12267,Kiwis,Frutas,77,12.45,958.65,2023-10-07
12268,Bananas,Frutas,12,23.38,280.56,2023-07-07
12269,Zanahorias,Vegetales,52,31.83,1655.1599999999999,2023-05-11
12270,Manzanas,Frutas,6,23.4,140.39999999999998,2023-11-29
12271,Tomates,Vegetales,13,12.26,159.38,2023-12-31
12272,Lechugas,Vegetales,19,34.76,660.4399999999999,2021-05-18
12273,Zanahorias,Vegetales,50,10.73,536.5,2022-12-12
12274,Cebollas,Vegetales,95,10.52,999.4,2022-10-07
12275,Cebollas,Vegetales,27,35.76,965.52,2022-02-23
12276,Delantal,Otros,19,34.77,660.6300000000001,2021-08-27
12277,Frutillas,Frutas,93,3.1,288.3,2022-04-27
12278,Manzanas,Frutas,93,28.36,2637.48,2023-06-16
12279,Peras,Frutas,96,26.19,2514.2400000000002,2021-04-11
12280,Tomates,Vegetales,43,25.79,1108.97,2023-07-14
12281,Papas,Vegetales,85,13.64,1159.4,2022-04-13
12282,Cuchillo,Utensilios,83,33.0,2739.0,2022-07-11
12283,Zanahorias,Vegetales,2,14.08,28.16,2022-11-03
12284,Delantal,Otros,66,5.76,380.15999999999997,2023-07-05
12285,Guantes,Otros,66,10.34,682.4399999999999,2021-06-30
12286,Morrón,Vegetales,41,17.97,736.77,2023-04-21
12287,Manzanas,Frutas,68,26.72,1816.96,2021-08-01
12288,Mandarinas,Frutas,69,7.19,496.11,2023-09-21
12289,Zapallitos,Vegetales,57,4.26,242.82,2021-03-06
12290,Kiwis,Frutas,100,14.34,1434.0,2021-09-02
12291,Zapallitos,Vegetales,61,18.6,1134.6000000000001,2021-07-31
12292,Tuppers,Otros,66,10.24,675.84,2023-08-22
12293,Delantal,Otros,24,3.3,79.19999999999999,2022-11-14
12294,Guantes,Otros,64,10.44,668.16,2022-03-17
12295,Delantal,Otros,88,22.08,1943.04,2023-07-10
12296,Kiwis,Frutas,72,4.13,297.36,2021-04-18
12297,Lechugas,Vegetales,63,16.43,1035.09,2022-12-19
12298,Ollas,Utensilios,70,6.56,459.2,2021-02-05
12299,Sartén,Utensilios,60,37.87,2272.2,2022-01-25
12300,Cucharas,Utensilios,46,17.69,813.74,2021-01-18
12301,Zapallitos,Vegetales,74,11.14,824.36,2023-05-27
12302,Cucharas,Utensilios,46,31.63,1454.98,2021-05-31
12303,Tuppers,Otros,54,4.97,268.38,2021-10-07
12304,Zanahorias,Vegetales,65,25.85,1680.25,2023-10-28
12305,Lechugas,Vegetales,1,10.39,10.39,2023-06-17
12306,Kiwis,Frutas,44,20.33,894.52,2023-06-11
12307,Morrón,Vegetales,2,19.74,39.48,2021-02-21
12308,Tenedores,Utensilios,41,22.94,940.5400000000001,2023-03-04
12309,Tenedores,Utensilios,11,8.54,93.94,2021-06-24
12310,Morrón,Vegetales,64,32.69,2092.16,2022-07-15
12311,Cuchillo,Utensilios,96,23.27,2233.92,2022-08-02
12312,Mandarinas,Frutas,55,12.37,680.3499999999999,2022-10-14
12313,Tuppers,Otros,65,39.26,2551.9,2023-09-09
12314,Tabla,Utensilios,94,26.29,2471.2599999999998,2021-03-27
12315,Cucharas,Utensilios,6,27.1,162.60000000000002,2021-10-11
12316,Mandarinas,Frutas,70,29.33,2053.1,2022-10-26
12317,Cuchillo,Utensilios,42,17.05,716.1,2022-02-16
12318,Botellas,Otros,61,5.15,314.15000000000003,2021-02-07
12319,Naranjas,Frutas,89,6.39,568.7099999999999,2021-01-30
12320,Manzanas,Frutas,54,27.68,1494.72,2023-02-08
12321,Cebollas,Vegetales,95,8.13,772.35,2022-04-24
12322,Tuppers,Otros,70,24.99,1749.3,2022-12-30
12323,Delantal,Otros,1,5.78,5.78,2022-04-15
12324,Cucharas,Utensilios,76,31.7,2409.2,2022-10-09
12325,Peras,Frutas,14,0.37,5.18,2021-12-28
12326,Tuppers,Otros,26,27.85,724.1,2023-01-08
12327,Manzanas,Frutas,3,1.34,4.0200000000000005,2023-09-02
12328,Delantal,Otros,17,26.07,443.19,2023-09-05
12329,Guantes,Otros,100,5.62,562.0,2022-02-06
12330,Naranjas,Frutas,62,27.8,1723.6000000000001,2022-09-30
12331,Ollas,Utensilios,30,1.39,41.699999999999996,2021-10-13
12332,Zapallitos,Vegetales,4,10.93,43.72,2021-01-11
12333,Cebollas,Vegetales,49,0.87,42.63,2022-11-06
12334,Tomates,Vegetales,52,18.75,975.0,2021-10-30
12335,Naranjas,Frutas,58,29.01,1682.5800000000002,2023-11-10
12336,Tomates,Vegetales,6,17.91,107.46000000000001,2023-11-08
12337,Peras,Frutas,44,37.39,1645.16,2022-10-23
12338,Delantal,Otros,41,34.85,1428.8500000000001,2021-10-02
12339,Botellas,Otros,51,35.55,1813.05,2022-03-11
12340,Delantal,Otros,51,5.32,271.32,2021-08-06
12341,Guantes,Otros,65,20.2,1313.0,2022-06-20
12342,Kiwis,Frutas,27,22.91,618.57,2022-02-13
12343,Naranjas,Frutas,91,21.27,1935.57,2021-03-24
12344,Delantal,Otros,95,13.58,1290.1,2022-03-30
12345,Tomates,Vegetales,58,38.33,2223.14,2021-05-09
12346,Delantal,Otros,19,37.86,719.34,2022-12-05
12347,Manzanas,Frutas,52,6.12,318.24,2023-02-26
12348,Zapallitos,Vegetales,91,9.52,866.3199999999999,2022-01-03
12349,Frutillas,Frutas,15,31.32,469.8,2021-06-30
12350,Cucharas,Utensilios,92,9.65,887.8000000000001,2023-12-10
12351,Zapallitos,Vegetales,31,1.96,60.76,2021-09-26
12352,Mandarinas,Frutas,11,2.41,26.51,2023-12-07
12353,Mandarinas,Frutas,10,12.06,120.60000000000001,2023-02-19
12354,Lechugas,Vegetales,76,13.9,1056.4,2023-03-04
12355,Guantes,Otros,92,29.33,2698.3599999999997,2021-02-20
12356,Tuppers,Otros,78,16.89,1317.42,2023-03-01
12357,Tomates,Vegetales,27,23.16,625.32,2022-03-05
12358,Tuppers,Otros,86,8.65,743.9,2021-03-29
12359,Tabla,Utensilios,20,20.7,414.0,2021-10-26
12360,Mandarinas,Frutas,70,13.39,937.3000000000001,2023-02-21
12361,Cuchillo,Utensilios,52,10.58,550.16,2021-10-05
12362,Cuchillo,Utensilios,47,1.67,78.49,2023-11-30
12363,Botellas,Otros,53,2.38,126.14,2021-03-11
12364,Guantes,Otros,65,16.44,1068.6000000000001,2023-02-09
12365,Tabla,Utensilios,95,34.98,3323.1,2023-02-03
12366,Guantes,Otros,54,3.6,194.4,2021-02-23
12367,Tabla,Utensilios,79,26.92,2126.6800000000003,2021-11-29
12368,Guantes,Otros,25,2.22,55.50000000000001,2022-06-29
12369,Zapallitos,Vegetales,71,39.5,2804.5,2023-05-02
12370,Delantal,Otros,80,3.82,305.59999999999997,2023-10-13
12371,Morrón,Vegetales,18,35.31,635.58,2021-05-02
12372,Manzanas,Frutas,73,36.59,2671.07,2023-04-21
12373,Guantes,Otros,14,7.58,106.12,2023-06-12
12374,Delantal,Otros,74,8.9,658.6,2023-01-11
12375,Tenedores,Utensilios,31,39.4,1221.3999999999999,2023-05-22
12376,Guantes,Otros,94,37.99,3571.0600000000004,2022-05-19
12377,Guantes,Otros,33,24.0,792.0,2023-05-29
12378,Guantes,Otros,1,20.85,20.85,2021-01-28
12379,Peras,Frutas,3,29.32,87.96000000000001,2021-07-31
12380,Cuchillo,Utensilios,79,4.2,331.8,2023-06-24
12381,Cuchillo,Utensilios,29,35.48,1028.9199999999998,2021-05-25
12382,Manzanas,Frutas,92,1.69,155.48,2023-05-19
12383,Cuchillo,Utensilios,76,27.42,2083.92,2023-07-25
12384,Tabla,Utensilios,35,15.23,533.0500000000001,2022-10-25
12385,Botellas,Otros,40,34.19,1367.6,2022-01-31
12386,Frutillas,Frutas,57,29.65,1690.05,2022-07-30
12387,Zapallitos,Vegetales,18,33.81,608.58,2022-11-26
12388,Lechugas,Vegetales,68,39.87,2711.16,2022-01-03
12389,Bananas,Frutas,96,24.53,2354.88,2023-09-07
12390,Bananas,Frutas,62,19.43,1204.66,2022-05-10
12391,Zapallitos,Vegetales,72,20.7,1490.3999999999999,2021-01-18
12392,Ollas,Utensilios,15,32.58,488.7,2023-07-25
12393,Botellas,Otros,80,26.57,2125.6,2021-09-06
12394,Tabla,Utensilios,68,24.31,1653.08,2023-07-10
12395,Bananas,Frutas,54,13.59,733.86,2023-11-26
12396,Sartén,Utensilios,41,34.46,1412.8600000000001,2021-01-27
12397,Bananas,Frutas,19,25.0,475.0,2022-12-18
12398,Manzanas,Frutas,18,38.07,685.26,2022-02-17
12399,Cuchillo,Utensilios,60,17.63,1057.8,2021-08-02
12400,Morrón,Vegetales,61,1.42,86.61999999999999,2023-08-22
12401,Mandarinas,Frutas,71,2.06,146.26,2023-08-08
12402,Papas,Vegetales,79,25.33,2001.07,2021-05-30
12403,Sartén,Utensilios,3,3.81,11.43,2022-03-13
12404,Zapallitos,Vegetales,49,33.15,1624.35,2021-08-01
12405,Kiwis,Frutas,85,0.18,15.299999999999999,2021-03-16
12406,Frutillas,Frutas,17,33.67,572.39,2021-07-29
12407,Manzanas,Frutas,17,26.5,450.5,2022-11-30
12408,Tabla,Utensilios,61,38.93,2374.73,2022-10-25
12409,Tuppers,Otros,61,38.03,2319.83,2022-08-25
12410,Guantes,Otros,9,35.38,318.42,2021-09-09
12411,Ollas,Utensilios,3,13.84,41.519999999999996,2021-04-02
12412,Delantal,Otros,23,13.52,310.96,2021-08-16
12413,Manzanas,Frutas,73,23.99,1751.27,2021-01-11
12414,Botellas,Otros,95,8.14,773.3000000000001,2023-08-08
12415,Ollas,Utensilios,16,28.72,459.52,2022-01-06
12416,Cebollas,Vegetales,84,25.93,2178.12,2023-05-13
12417,Kiwis,Frutas,86,30.19,2596.34,2021-09-13
12418,Sartén,Utensilios,90,35.11,3159.9,2022-04-23
12419,Cebollas,Vegetales,45,5.43,244.35,2022-11-19
12420,Delantal,Otros,92,6.07,558.44,2022-03-29
12421,Papas,Vegetales,69,20.65,1424.85,2023-12-02
12422,Kiwis,Frutas,97,31.67,3071.9900000000002,2023-03-06
12423,Lechugas,Vegetales,26,14.55,378.3,2022-12-11
12424,Cucharas,Utensilios,71,23.4,1661.3999999999999,2023-07-29
12425,Tomates,Vegetales,5,29.0,145.0,2023-11-16
12426,Tuppers,Otros,88,9.65,849.2,2022-02-03
12427,Frutillas,Frutas,58,12.25,710.5,2021-09-05
12428,Ollas,Utensilios,35,22.43,785.05,2021-03-18
12429,Papas,Vegetales,11,4.75,52.25,2023-06-11
12430,Delantal,Otros,21,19.89,417.69,2021-04-25
12431,Botellas,Otros,22,3.06,67.32000000000001,2023-12-25
12432,Naranjas,Frutas,20,36.0,720.0,2022-02-03
12433,Cucharas,Utensilios,56,19.29,1080.24,2023-04-22
12434,Sartén,Utensilios,85,10.36,880.5999999999999,2021-12-03
